ข้อมูลสถานี สถานีบ้านดอน,,,,,,,,,
หน่วยงาน สคพ.14,,,,,,,,,
time,pH,DO (mg/l),EC (µS/cm),WT (°C),Tur (NTU),NH4N (mg/l),Salinity (ppt),BOD (mg/l),COD (mg/l)
23/09/2563 11:00,6.7,2.6,200,28.8,39,0.1,0.08,,
23/09/2563 12:00,6.7,2.9,191,29.2,34,0.1,0.08,0,0
23/09/2563 12:30,6.7,3.1,177,29.2,36,0.1,0.07,0,0
23/09/2563 13:30,6.7,3.3,164,29.1,36,0.1,0.07,0,0
23/09/2563 14:00,6.7,3.2,164,29,35,0.1,0.07,0,0
23/09/2563 14:30,6.7,3.2,164,29.2,35,0.1,0.07,0,0
23/09/2563 15:00,6.7,3.3,160,28.9,41,0.1,0.06,0,0
23/09/2563 16:00,6.7,3.3,164,28.9,37,0.1,0.07,0,0
23/09/2563 16:30,6.7,3.2,164,28.8,39,0.1,0.07,0,0
23/09/2563 17:00,6.7,3.3,204,28.8,40,0.1,0.08,0,0
23/09/2563 17:30,6.7,3.2,177,28.9,35,0.1,0.07,0,0
23/09/2563 18:00,6.7,3.3,342,28.8,38,0.2,0.15,0,0
23/09/2563 18:30,6.8,3.6,208,28.8,41,0.1,0.08,0,0
23/09/2563 19:00,6.8,3.6,244,28.7,39,0.1,0.1,0,0
23/09/2563 19:30,6.8,3.5,253,28.7,38,0.1,0.11,0,0
23/09/2563 20:00,6.8,3.4,271,28.7,41,0.1,0.11,0,0
23/09/2563 20:30,6.8,3.3,271,28.7,39,0.1,0.11,0,0
23/09/2563 21:00,6.8,3.2,208,28.7,41,0.1,0.08,0,0
23/09/2563 21:30,6.7,3.2,213,28.6,40,0.1,0.09,0,0
23/09/2563 22:00,6.7,3,186,28.7,41,0.1,0.08,0,0
23/09/2563 22:30,6.7,2.9,191,28.7,39,0.1,0.08,0,0
23/09/2563 23:00,6.7,2.8,182,28.8,40,0.1,0.07,0,0
23/09/2563 23:30,6.7,2.7,182,28.7,39,0.1,0.07,0,0
24/09/2563 0:00,6.7,2.6,182,28.7,39,0.1,0.07,0,0
24/09/2563 0:30,6.7,2.6,186,28.6,39,0.1,0.08,0,0
24/09/2563 1:00,6.7,2.6,182,28.6,39,0.1,0.07,0,0
24/09/2563 1:30,6.7,2.7,186,28.4,38,0.1,0.08,0,0
24/09/2563 2:00,6.7,2.7,177,28.5,39,0.1,0.07,0,0
24/09/2563 2:30,6.7,2.8,168,28.5,38,0.1,0.07,0,0
24/09/2563 3:00,6.7,2.7,177,28.5,38,0.1,0.07,0,0
24/09/2563 3:30,6.7,2.7,177,28.4,38,0.1,0.07,0,0
24/09/2563 4:00,6.7,2.6,177,28.4,36,0.1,0.07,0,0
24/09/2563 4:30,6.7,2.6,177,28.5,36,0.1,0.07,0,0
24/09/2563 5:00,6.7,2.5,177,28.4,36,0.1,0.07,0,0
24/09/2563 5:30,6.7,2.5,182,28.4,36,0.1,0.07,0,0
24/09/2563 6:00,6.7,2.4,186,28.3,38,0.1,0.08,0,0
24/09/2563 6:30,6.7,2.3,186,28.4,35,0.1,0.08,0,0
24/09/2563 7:00,6.7,2.3,191,28.4,35,0.1,0.08,0,0
24/09/2563 7:30,6.7,2.2,200,28.5,36,0.1,0.08,0,0
24/09/2563 8:00,6.7,2.4,208,28.6,41,0.1,0.08,0,0
24/09/2563 8:30,6.7,2.4,213,28.9,41,0.1,0.09,0,0
24/09/2563 9:00,6.7,2.3,213,29.1,43,0.1,0.09,0,0
24/09/2563 9:30,6.7,2.1,213,29.2,44,0.1,0.09,0,0
24/09/2563 10:00,6.7,2.3,204,29.1,36,0.1,0.08,0,0
24/09/2563 10:30,6.7,2.4,204,29.1,35,0.1,0.08,0,0
24/09/2563 11:00,6.7,2.4,208,29.2,34,0.1,0.08,0,0
24/09/2563 11:30,6.7,2.4,200,29,35,0.1,0.08,0,0
24/09/2563 12:00,6.7,2.8,204,29.6,32,0.1,0.08,0,0
24/09/2563 12:30,6.7,3.1,191,29.6,32,0.1,0.08,0,0
24/09/2563 13:00,6.8,3.8,168,29.7,33,0.1,0.07,0,0
24/09/2563 13:30,6.8,3.8,155,28.9,34,0.1,0.06,0,0
24/09/2563 14:00,6.8,3.7,160,29,33,0.1,0.06,0,0
24/09/2563 14:30,6.8,3.6,164,29.1,36,0.1,0.07,0,0
24/09/2563 15:00,6.8,3.4,164,29.1,36,0.1,0.07,0,0
24/09/2563 15:30,6.8,3.3,164,29,38,0.1,0.07,0,0
24/09/2563 16:00,6.8,3.3,168,28.9,40,0.1,0.07,0,0
24/09/2563 16:30,6.7,3.5,"3,182.00",28.8,51,5.3,1.66,0,0
24/09/2563 17:00,6.8,3.5,"4,808.00",28.9,34,6.9,2.6,0,0
24/09/2563 17:30,6.8,3.5,"5,471.00",28.9,31,7.3,3,0,0
24/09/2563 18:00,6.8,4.1,"4,066.00",28.7,31,5.5,2.17,0,0
24/09/2563 18:30,6.8,4.1,"2,746.00",28.7,33,3.7,1.41,0,0
24/09/2563 19:00,6.8,4,"3,053.00",28.7,33,4.3,1.59,0,0
24/09/2563 19:30,6.8,3.9,"2,137.00",28.7,36,2.9,1.08,0,0
24/09/2563 20:00,6.8,3.9,"3,120.00",28.7,34,4.5,1.62,0,0
24/09/2563 20:30,6.8,3.7,"3,582.00",28.7,31,5.3,1.89,0,0
24/09/2563 21:00,6.8,3.5,"3,160.00",28.7,46,4.6,1.65,0,0
24/09/2563 21:30,6.8,3.4,"2,755.00",28.7,34,4,1.42,0,0
24/09/2563 22:00,6.8,3.3,"1,688.00",28.6,35,2.3,0.83,0,0
24/09/2563 22:30,6.8,3.2,937,28.6,37,1.2,0.44,0,0
24/09/2563 23:00,6.8,3.2,671,28.6,37,0.8,0.3,0,0
24/09/2563 23:30,6.8,3.1,502,28.6,37,0.5,0.22,0,0
25/09/2563 0:00,6.8,3,408,28.5,37,0.4,0.18,0,0
25/09/2563 0:30,6.8,2.9,320,28.6,38,0.2,0.14,0,0
25/09/2563 1:00,6.7,2.9,315,28.5,37,0.2,0.13,0,0
25/09/2563 1:30,6.7,2.8,271,28.4,37,0.1,0.11,0,0
25/09/2563 2:00,6.7,2.8,231,28.5,37,0.1,0.1,0,0
25/09/2563 2:30,6.7,2.8,222,28.4,36,0.1,0.09,0,0
25/09/2563 3:00,6.7,2.7,226,28.3,38,0.1,0.09,0,0
25/09/2563 3:30,6.7,2.7,208,28.3,37,0.1,0.08,0,0
25/09/2563 4:00,6.7,2.6,213,28.3,37,0.1,0.09,0,0
25/09/2563 4:30,6.7,2.6,204,28.3,38,0.1,0.08,0,0
25/09/2563 5:00,6.7,2.6,204,28.3,38,0.1,0.08,0,0
25/09/2563 5:30,6.7,2.5,208,28.3,39,0.1,0.08,0,0
25/09/2563 6:00,6.7,2.4,208,28.2,38,0.1,0.08,0,0
25/09/2563 6:30,6.7,2.4,208,28.3,36,0.1,0.08,0,0
25/09/2563 7:00,6.7,2.3,226,28.2,38,0.1,0.09,0,0
25/09/2563 7:30,6.7,2.3,222,28.4,38,0.1,0.09,0,0
25/09/2563 8:00,6.7,2.5,231,28.5,45,0.1,0.1,0,0
25/09/2563 8:30,6.7,2.4,248,28.6,99,0.1,0.1,0,0
25/09/2563 9:00,6.7,2.4,235,28.8,45,0.1,0.1,0,0
25/09/2563 9:30,6.7,2.5,248,28.9,146,0.1,0.1,0,0
25/09/2563 10:00,6.7,3.2,244,29.7,42,0.1,0.1,0,0
25/09/2563 10:30,6.7,3,253,29.7,83,0.1,0.11,0,0
25/09/2563 11:00,6.7,2.1,244,29.4,31,0.1,0.1,0,0
25/09/2563 11:30,6.7,2.2,222,29.2,30,0.1,0.09,0,0
25/09/2563 12:00,6.7,2.5,222,29.4,30,0.1,0.09,0,0
25/09/2563 12:30,6.7,3.1,186,29.6,31,0.1,0.08,0,0
25/09/2563 13:00,6.7,3.1,191,29.8,29,0.1,0.08,0,0
25/09/2563 13:30,6.7,3.2,182,29.6,30,0.1,0.07,0,0
25/09/2563 14:00,6.7,3.3,168,29.5,29,0.1,0.07,0,0
25/09/2563 14:30,6.7,3.4,164,29.2,29,0.1,0.07,0,0
25/09/2563 15:00,6.7,3.4,164,29.2,29,0.1,0.07,0,0
25/09/2563 15:30,6.7,3.4,168,29.2,29,0.1,0.07,0,0
25/09/2563 16:00,6.7,3.3,168,29.2,29,0.1,0.07,0,0
25/09/2563 16:30,6.7,3.3,177,29.3,29,0.1,0.07,0,0
25/09/2563 17:00,6.7,3.3,177,29.3,30,0.1,0.07,0,0
25/09/2563 17:30,6.7,3.3,177,29.4,30,0.1,0.07,0,0
25/09/2563 18:00,6.7,3.3,177,29.4,31,0.1,0.07,0,0
25/09/2563 18:30,6.7,3.3,182,29.3,31,0.1,0.07,0,0
25/09/2563 19:00,6.7,3.3,177,29.3,33,0.1,0.07,0,0
25/09/2563 19:30,6.7,3.4,168,29.2,32,0.1,0.07,0,0
25/09/2563 20:00,6.7,3.6,164,29.1,32,0.1,0.07,0,0
25/09/2563 20:30,6.7,3.7,160,29,32,0.1,0.06,0,0
25/09/2563 21:00,6.7,3.5,168,29.1,32,0.1,0.07,0,0
25/09/2563 21:30,6.7,3.5,168,29.1,32,0.1,0.07,0,0
25/09/2563 22:00,6.7,3.3,177,29,31,0.1,0.07,0,0
25/09/2563 22:30,6.7,3.3,177,29,32,0.1,0.07,0,0
25/09/2563 23:00,6.7,3.2,177,29,32,0.1,0.07,0,0
25/09/2563 23:30,6.7,3.1,177,29,31,0.1,0.07,0,0
26/09/2563 0:00,6.7,3,177,28.9,32,0.1,0.07,0,0
26/09/2563 0:30,6.7,2.9,182,28.9,32,0.1,0.07,0,0
26/09/2563 1:00,6.7,2.8,182,28.8,33,0.1,0.07,0,0
26/09/2563 1:30,6.7,2.8,177,28.8,34,0.1,0.07,0,0
26/09/2563 2:00,6.7,2.8,182,28.8,33,0.1,0.07,0,0
26/09/2563 2:30,6.7,2.8,182,28.7,33,0.1,0.07,0,0
26/09/2563 3:00,6.7,2.8,182,28.7,33,0.1,0.07,0,0
26/09/2563 3:30,6.7,2.7,186,28.7,37,0.1,0.08,0,0
26/09/2563 4:00,6.7,2.7,186,28.6,37,0.1,0.08,0,0
26/09/2563 4:30,6.7,2.7,208,28.4,43,0.1,0.08,0,0
26/09/2563 5:00,6.7,2.7,191,28.6,35,0.1,0.08,0,0
26/09/2563 5:30,6.7,2.6,204,28.4,37,0.1,0.08,0,0
26/09/2563 6:00,6.7,2.5,213,28.4,39,0.1,0.09,0,0
26/09/2563 6:30,6.7,2.4,222,28.5,38,0.1,0.09,0,0
26/09/2563 7:00,6.7,2,226,28.8,34,0.1,0.09,0,0
26/09/2563 7:30,6.7,2,235,28.8,40,0.2,0.1,0,0
26/09/2563 8:00,6.7,2.1,244,28.8,134,0.2,0.1,0,0
26/09/2563 8:30,6.6,2.2,257,29.1,63,0.3,0.11,0,0
26/09/2563 9:00,6.7,2.4,253,29.4,45,0.2,0.11,0,0
26/09/2563 9:30,6.6,2.5,257,29.7,51,0.3,0.11,0,0
26/09/2563 10:00,6.6,2.4,257,29.9,99,0.3,0.11,0,0
26/09/2563 10:30,6.6,2.5,231,29.4,71,0.1,0.1,0,0
26/09/2563 11:00,6.7,2.7,222,29.4,64,0.1,0.09,0,0
26/09/2563 11:30,6.7,3.2,186,29,49,0.1,0.08,0,0
26/09/2563 12:00,6.7,3.5,177,28.9,51,0.1,0.07,0,0
26/09/2563 12:30,6.7,3.7,168,29,53,0.1,0.07,0,0
26/09/2563 13:00,6.7,3.9,168,29.4,48,0.1,0.07,0,0
26/09/2563 13:30,6.7,4,168,29.6,46,0.1,0.07,0,0
26/09/2563 14:00,6.7,4,168,29.5,45,0.1,0.07,0,0
26/09/2563 14:30,6.7,4.1,168,29.7,44,0.1,0.07,0,0
26/09/2563 15:00,6.8,4.3,168,29.9,41,0.1,0.07,0,0
26/09/2563 15:30,6.8,4.2,168,29.8,43,0.1,0.07,0,0
26/09/2563 16:00,6.8,4,168,29.8,46,0.1,0.07,0,0
26/09/2563 16:30,6.8,3.9,177,29.8,37,0.1,0.07,0,0
26/09/2563 17:00,6.7,3.8,177,29.7,37,0.1,0.07,0,0
26/09/2563 17:30,6.7,3.7,177,29.6,36,0.1,0.07,0,0
26/09/2563 18:00,6.7,3.5,177,29.5,36,0.1,0.07,0,0
26/09/2563 18:30,6.7,3.7,182,29.5,36,0.1,0.07,0,0
26/09/2563 19:00,6.7,3.7,182,29.5,36,0.1,0.07,0,0
26/09/2563 19:30,6.7,3.6,182,29.5,35,0.1,0.07,0,0
26/09/2563 20:00,6.7,3.5,182,29.4,35,0.1,0.07,0,0
26/09/2563 20:30,6.7,3.5,182,29.3,35,0.1,0.07,0,0
26/09/2563 21:00,6.7,3.5,177,29.2,39,0.1,0.07,0,0
26/09/2563 21:30,6.8,3.8,164,28.9,66,0.1,0.07,0,0
26/09/2563 22:00,6.7,3.9,160,28.7,76,0.1,0.06,0,0
26/09/2563 22:30,6.7,3.9,164,28.8,70,0.1,0.07,0,0
26/09/2563 23:00,6.7,3.9,160,28.7,68,0.1,0.06,0,0
26/09/2563 23:30,6.7,3.7,168,28.8,56,0.1,0.07,0,0
27/09/2563 0:00,6.7,3.5,177,28.9,49,0.1,0.07,0,0
27/09/2563 0:30,6.7,3.3,177,29,46,0.1,0.07,0,0
27/09/2563 1:00,6.7,3.3,177,28.9,46,0.1,0.07,0,0
27/09/2563 1:30,6.7,3.3,177,28.9,45,0.1,0.07,0,0
27/09/2563 2:00,6.7,3.2,182,28.8,46,0.1,0.07,0,0
27/09/2563 2:30,6.7,3.1,182,28.8,45,0.1,0.07,0,0
27/09/2563 3:00,6.7,3,186,28.6,44,0.1,0.08,0,0
27/09/2563 3:30,6.7,3.1,177,28.7,49,0.1,0.07,0,0
27/09/2563 4:00,6.7,3.1,177,28.6,49,0.1,0.07,0,0
27/09/2563 4:30,6.7,2.9,186,28.5,49,0.1,0.08,0,0
27/09/2563 5:00,6.7,2.9,191,28.4,51,0.1,0.08,0,0
27/09/2563 5:30,6.7,2.9,186,28.4,52,0.1,0.08,0,0
27/09/2563 6:00,6.7,2.9,186,28.4,56,0.1,0.08,0,0
27/09/2563 6:30,6.7,2.9,186,28.4,64,0.1,0.08,0,0
27/09/2563 7:00,6.7,2.9,186,28.4,90,0.1,0.08,0,0
27/09/2563 7:30,6.7,2.8,208,28.5,67,0.1,0.08,0,0
27/09/2563 8:00,6.7,2.8,200,28.7,69,0.1,0.08,0,0
27/09/2563 8:30,6.7,2.8,208,28.9,94,0.1,0.08,0,0
27/09/2563 9:00,6.7,3.1,213,29.3,76,0.1,0.09,0,0
27/09/2563 9:30,6.7,3.2,222,29.6,78,0.1,0.09,0,0
27/09/2563 10:00,6.6,2.7,226,29.9,122,0.2,0.09,0,0
27/09/2563 10:30,6.6,2.5,213,29.4,63,0.2,0.09,0,0
27/09/2563 11:00,6.7,2.9,222,29.5,112,0.1,0.09,0,0
27/09/2563 11:30,6.7,2.8,204,29.3,83,0.1,0.08,0,0
27/09/2563 12:00,6.7,2.9,204,29.4,53,0.1,0.08,0,0
27/09/2563 12:30,6.7,3.1,186,29,53,0.1,0.08,0,0
27/09/2563 13:00,6.7,3.5,177,29,50,0.1,0.07,0,0
27/09/2563 13:30,6.7,3.5,168,29,50,0.1,0.07,0,0
27/09/2563 14:00,6.7,3.3,182,29,49,0.1,0.07,0,0
27/09/2563 14:30,6.7,3.5,164,28.9,49,0.1,0.07,0,0
27/09/2563 15:00,6.7,4.1,168,29,45,0.1,0.07,0,0
27/09/2563 15:30,6.7,3.7,168,29.1,51,0.1,0.07,0,0
27/09/2563 16:00,6.7,3.7,168,28.9,48,0.1,0.07,0,0
27/09/2563 16:30,6.7,3.9,164,28.9,45,0.1,0.07,0,0
27/09/2563 17:00,6.7,4,164,28.9,46,0.1,0.07,0,0
27/09/2563 17:30,6.7,3.9,168,28.9,45,0.1,0.07,0,0
27/09/2563 18:00,6.7,3.7,168,28.9,48,0.1,0.07,0,0
27/09/2563 18:30,6.7,3.7,168,28.9,46,0.1,0.07,0,0
27/09/2563 19:00,6.7,3.5,168,28.8,45,0.1,0.07,0,0
27/09/2563 19:30,6.7,3.5,168,28.8,45,0.1,0.07,0,0
27/09/2563 20:00,6.7,3.5,168,28.8,47,0.1,0.07,0,0
27/09/2563 20:30,6.7,3.4,168,28.8,46,0.1,0.07,0,0
27/09/2563 21:00,6.7,3.4,168,28.7,45,0.1,0.07,0,0
27/09/2563 21:30,6.7,3.5,168,28.6,47,0.1,0.07,0,0
27/09/2563 22:00,6.7,3.9,160,28.6,42,0.1,0.06,0,0
27/09/2563 22:30,6.7,3.9,164,28.6,42,0.1,0.07,0,0
27/09/2563 23:00,6.7,3.8,164,28.6,42,0.1,0.07,0,0
27/09/2563 23:30,6.7,3.8,164,28.6,42,0.1,0.07,0,0
28/09/2563 0:00,6.7,3.8,164,28.4,42,0.1,0.07,0,0
28/09/2563 0:30,6.7,3.7,164,28.5,42,0.1,0.07,0,0
28/09/2563 1:00,6.7,3.7,164,28.4,42,0.1,0.07,0,0
28/09/2563 1:30,6.7,3.7,164,28.4,41,0.1,0.07,0,0
28/09/2563 2:00,6.7,3.6,168,28.3,41,0.1,0.07,0,0
28/09/2563 2:30,6.7,3.6,168,28.4,40,0.1,0.07,0,0
28/09/2563 3:00,6.7,3.5,164,28.3,41,0.1,0.07,0,0
28/09/2563 3:30,6.7,3.5,168,28.2,40,0.1,0.07,0,0
28/09/2563 4:00,6.7,3.3,168,28.3,41,0.1,0.07,0,0
28/09/2563 4:30,6.7,3.2,177,28.1,42,0.1,0.07,0,0
28/09/2563 5:00,6.7,3.1,186,28,44,0.1,0.08,0,0
28/09/2563 5:30,6.7,3.1,182,28.2,44,0.1,0.07,0,0
28/09/2563 6:00,6.7,3,182,28.1,47,0.1,0.07,0,0
28/09/2563 6:30,6.7,3,182,28.1,47,0.1,0.07,0,0
28/09/2563 7:00,6.7,2.8,200,28.1,73,0.1,0.08,0,0
28/09/2563 7:30,6.7,2.6,200,28.3,66,0.1,0.08,0,0
28/09/2563 8:00,6.7,2.3,208,28.6,55,0.2,0.08,0,0
28/09/2563 8:30,6.6,2,222,28.8,35,0.3,0.09,0,0
28/09/2563 9:00,6.6,2.1,213,28.6,178,0.2,0.09,0,0
28/09/2563 9:30,6.7,2.5,208,28.5,128,0.1,0.08,0,0
28/09/2563 10:00,6.7,2.8,222,28.6,135,0.1,0.09,0,0
28/09/2563 10:30,6.7,2.8,226,28.7,105,0.2,0.09,0,0
28/09/2563 11:00,6.6,2.4,235,29,66,0.2,0.1,0,0
28/09/2563 11:30,6.6,1.9,248,29.1,62,0.4,0.1,0,0
28/09/2563 12:00,6.6,1.7,248,29.1,204,0.3,0.1,0,0
28/09/2563 12:30,6.6,2.4,231,29,59,0.2,0.1,0,0
28/09/2563 13:00,6.7,3.1,186,28.6,44,0.1,0.08,0,0
28/09/2563 13:30,6.7,3.3,182,28.5,43,0.1,0.07,0,0
28/09/2563 14:00,6.7,3.4,182,28.5,43,0.1,0.07,0,0
28/09/2563 14:30,6.7,3.5,182,28.6,46,0.1,0.07,0,0
28/09/2563 15:00,6.7,3.7,177,28.6,47,0.1,0.07,0,0
28/09/2563 15:30,6.7,3.5,182,28.6,48,0.1,0.07,0,0
28/09/2563 16:00,6.7,3.7,168,28.5,44,0.1,0.07,0,0
28/09/2563 16:30,6.7,3.6,168,28.4,42,0.1,0.07,0,0
28/09/2563 17:00,6.7,3.6,168,28.4,41,0.1,0.07,0,0
28/09/2563 17:30,6.7,3.5,168,28.4,39,0.1,0.07,0,0
28/09/2563 18:00,6.7,3.5,168,28.4,39,0.1,0.07,0,0
28/09/2563 18:30,6.7,3.6,168,28.4,38,0.1,0.07,0,0
28/09/2563 19:00,6.7,3.6,168,28.4,38,0.1,0.07,0,0
28/09/2563 19:30,6.7,3.5,168,28.4,37,0.1,0.07,0,0
28/09/2563 20:00,6.7,3.4,177,28.4,36,0.1,0.07,0,0
28/09/2563 20:30,6.7,3.3,168,28.3,37,0.1,0.07,0,0
28/09/2563 21:00,6.7,3.3,177,28.3,38,0.1,0.07,0,0
28/09/2563 21:30,6.7,3.4,177,28.3,39,0.1,0.07,0,0
28/09/2563 22:00,6.8,3.4,177,28.2,39,0.1,0.07,0,0
28/09/2563 22:30,6.7,3.4,177,28.2,40,0.1,0.07,0,0
28/09/2563 23:00,6.7,3.5,177,28.2,40,0.1,0.07,0,0
28/09/2563 23:30,6.8,3.4,177,28.2,40,0.1,0.07,0,0
29/09/2563 0:00,6.7,3.4,177,28.2,40,0.1,0.07,0,0
29/09/2563 0:30,6.7,3.3,177,28.1,40,0.1,0.07,0,0
29/09/2563 1:00,6.7,3.3,177,28.1,39,0.1,0.07,0,0
29/09/2563 1:30,6.7,3.3,177,28.1,39,0.1,0.07,0,0
29/09/2563 2:00,6.7,3.2,177,28.1,39,0.1,0.07,0,0
29/09/2563 2:30,6.7,3.2,177,28,39,0.1,0.07,0,0
29/09/2563 3:00,6.7,3.2,177,28,39,0.1,0.07,0,0
29/09/2563 3:30,6.7,3.2,177,28,39,0.1,0.07,0,0
29/09/2563 4:00,6.7,3.2,177,27.9,39,0.1,0.07,0,0
29/09/2563 4:30,6.7,3.2,182,27.8,40,0.1,0.07,0,0
29/09/2563 5:00,6.7,3.2,177,27.8,40,0.1,0.07,0,0
29/09/2563 5:30,6.7,3.2,177,27.8,40,0.1,0.07,0,0
29/09/2563 6:00,6.7,3.1,182,27.7,42,0.1,0.07,0,0
29/09/2563 6:30,6.7,3.1,186,27.6,43,0.1,0.08,0,0
29/09/2563 7:00,6.8,3.1,200,27.6,45,0.1,0.08,0,0
29/09/2563 7:30,6.7,3,182,27.9,48,0.1,0.07,0,0
29/09/2563 8:00,6.7,3.1,182,28,45,0.1,0.07,0,0
29/09/2563 8:30,6.7,3.1,186,28.2,110,0.1,0.08,0,0
29/09/2563 9:00,6.7,3.2,200,28.4,68,0.1,0.08,0,0
29/09/2563 9:30,6.7,2.7,200,28.7,92,0.1,0.08,0,0
29/09/2563 10:00,6.7,2.8,204,29,46,0.1,0.08,0,0
29/09/2563 10:30,6.7,2.8,191,28.5,39,0.1,0.08,0,0
29/09/2563 11:00,6.7,3,182,28.4,58,0.1,0.07,0,0
29/09/2563 11:30,6.7,3.4,168,28.4,37,0.1,0.07,0,0
29/09/2563 12:00,6.7,3.4,168,28.7,36,0.1,0.07,0,0
29/09/2563 12:30,6.7,3.4,168,28.8,36,0.1,0.07,0,0
29/09/2563 13:00,6.7,3.3,177,28.8,36,0.1,0.07,0,0
29/09/2563 13:30,6.7,3.8,168,29.6,35,0.1,0.07,0,0
29/09/2563 14:00,6.8,4.2,168,29.2,39,0.1,0.07,0,0
29/09/2563 14:30,6.8,4.1,168,29,39,0.1,0.07,0,0
29/09/2563 15:00,6.8,3.9,164,28.5,41,0.1,0.07,0,0
29/09/2563 15:30,6.8,4,160,28.2,42,0.1,0.06,0,0
29/09/2563 16:00,6.8,3.9,160,28.2,41,0.1,0.06,0,0
29/09/2563 16:30,6.8,3.9,160,28.1,43,0.1,0.06,0,0
29/09/2563 17:00,6.8,3.9,164,28.2,43,0.1,0.07,0,0
29/09/2563 17:30,6.8,4,164,28.2,43,0.1,0.07,0,0
29/09/2563 18:00,6.8,4,164,28.2,41,0.1,0.07,0,0
29/09/2563 18:30,6.8,3.9,164,28.1,40,0.1,0.07,0,0
29/09/2563 19:00,6.8,4,164,28.1,40,0.1,0.07,0,0
29/09/2563 19:30,6.8,4,164,28.1,40,0.1,0.07,0,0
29/09/2563 20:00,6.8,3.9,164,28.1,39,0.1,0.07,0,0
29/09/2563 20:30,6.8,3.9,164,28.1,39,0.1,0.07,0,0
29/09/2563 21:00,6.8,3.9,160,28.1,38,0.1,0.06,0,0
29/09/2563 21:30,6.8,3.8,160,28.1,37,0.1,0.06,0,0
29/09/2563 22:00,6.8,3.8,160,28.1,37,0.1,0.06,0,0
29/09/2563 22:30,6.8,3.9,160,28.1,39,0.1,0.06,0,0
29/09/2563 23:00,6.8,3.8,164,28,38,0.1,0.07,0,0
29/09/2563 23:30,6.8,3.8,160,28,38,0.1,0.06,0,0
30/09/2563 0:00,6.8,3.7,164,28,38,0.1,0.07,0,0
30/09/2563 0:30,6.8,3.7,164,28,44,0.1,0.07,0,0
30/09/2563 1:00,6.8,3.9,160,28,39,0.1,0.06,0,0
30/09/2563 1:30,6.8,3.7,164,28,38,0.1,0.07,0,0
30/09/2563 2:00,6.8,3.6,164,28,38,0.1,0.07,0,0
30/09/2563 2:30,6.8,3.6,164,27.9,38,0.1,0.07,0,0
30/09/2563 3:00,6.8,3.5,164,27.9,38,0.1,0.07,0,0
30/09/2563 3:30,6.8,3.5,164,27.9,39,0.1,0.07,0,0
30/09/2563 4:00,6.8,3.5,164,27.8,38,0.1,0.07,0,0
30/09/2563 4:30,6.8,3.5,164,27.8,39,0.1,0.07,0,0
30/09/2563 5:00,6.7,3.6,164,27.8,40,0.1,0.07,0,0
30/09/2563 5:30,6.8,3.5,164,27.7,39,0.1,0.07,0,0
30/09/2563 6:00,6.7,3.4,168,27.7,40,0.1,0.07,0,0
30/09/2563 6:30,6.7,3.4,168,27.8,40,0.1,0.07,0,0
30/09/2563 7:00,6.7,3.4,168,27.8,43,0.1,0.07,0,0
30/09/2563 7:30,6.7,3.3,168,27.9,44,0.1,0.07,0,0
30/09/2563 8:00,6.7,3.2,182,27.9,51,0.1,0.07,0,0
30/09/2563 8:30,6.7,3.1,168,28.2,48,0.1,0.07,0,0
30/09/2563 9:00,6.7,3,168,28.4,45,0.1,0.07,0,0
30/09/2563 9:30,6.7,3,168,28.4,51,0.1,0.07,0,0
30/09/2563 10:00,6.8,3.4,164,28.2,50,0.1,0.07,0,0
30/09/2563 10:30,6.8,3.7,160,27.8,53,0.1,0.06,0,0
30/09/2563 11:00,6.8,4,155,27.6,59,0.1,0.06,0,0
30/09/2563 11:30,6.8,4.3,146,27.7,56,0.1,0.06,0,0
30/09/2563 12:00,6.8,4.6,142,27.9,54,0.1,0.06,0,0
30/09/2563 12:30,6.8,4.6,137,28.2,52,0.1,0.05,0,0
30/09/2563 13:00,6.8,4.6,137,28.3,51,0.1,0.05,0,0
30/09/2563 13:30,6.8,4.6,137,28.5,50,0.1,0.05,0,0
30/09/2563 14:00,6.8,4.6,142,28.6,50,0.1,0.06,0,0
30/09/2563 14:30,6.8,4.5,137,28.1,50,0.1,0.05,0,0
30/09/2563 15:00,6.8,4.4,137,28,51,0.1,0.05,0,0
30/09/2563 15:30,6.8,4.5,137,28.3,52,0.1,0.05,0,0
30/09/2563 16:00,6.8,4.4,137,28.4,52,0.1,0.05,0,0
30/09/2563 16:30,6.8,4.3,137,28.2,53,0.1,0.05,0,0
30/09/2563 17:00,6.8,4.3,137,28.1,52,0.1,0.05,0,0
30/09/2563 17:30,6.8,4.5,137,28,50,0.1,0.05,0,0
30/09/2563 18:00,6.8,4.4,142,28,49,0.1,0.06,0,0
30/09/2563 18:30,6.8,4.3,142,28,48,0.1,0.06,0,0
30/09/2563 19:00,6.8,4.3,142,28,48,0.1,0.06,0,0
30/09/2563 19:30,6.8,4.4,142,27.9,49,0.1,0.06,0,0
30/09/2563 20:00,6.8,4.4,142,27.9,48,0.1,0.06,0,0
30/09/2563 20:30,6.8,4.4,142,27.9,49,0.1,0.06,0,0
30/09/2563 21:00,6.8,4.5,142,27.8,50,0.1,0.06,0,0
30/09/2563 21:30,6.8,4.7,137,27.6,50,0.1,0.05,0,0
30/09/2563 22:00,6.8,4.7,137,27.5,50,0.1,0.05,0,0
30/09/2563 22:30,6.8,4.8,137,27.5,49,0.1,0.05,0,0
