ข้อมูลสถานี สุราษฎร์ธานี,,,,,,,,,
หน่วยงาน กรมควบคุมมลพิษ,,,,,,,,,
time,pH,DO (mg/l),EC (µS/cm),WT (°C),Tur (NTU),NH4N (mg/l),Salinity (ppt),BOD (mg/l),COD (mg/l)
14/04/2565 0:00,8.7,4.4,127.81,28.8,,,0.05,,
14/04/2565 0:30,8.7,4.5,102.25,28.8,,,0.04,,
14/04/2565 1:00,8.7,4.4,153.37,28.8,,,0.06,,
14/04/2565 1:30,8.7,4.4,102.25,28.8,,,0.04,,
14/04/2565 2:00,8.7,4.4,127.81,28.7,,,0.05,,
14/04/2565 2:30,8.7,4.4,153.37,28.7,,,0.06,,
14/04/2565 3:00,8.7,4.4,127.81,28.6,,,0.05,,
14/04/2565 3:30,8.7,4.5,102.25,28.6,,,0.04,,
14/04/2565 4:00,8.7,4.5,102.25,28.6,,,0.04,,
14/04/2565 4:30,8.7,4.5,102.25,28.6,,,0.04,,
14/04/2565 5:00,8.7,4.7,102.25,28.6,,,0.04,,
14/04/2565 5:30,8.7,4.9,76.69,28.6,,,0.03,,
14/04/2565 6:00,8.8,5.1,127.81,28.7,,,0.05,,
14/04/2565 6:30,8.8,5.1,102.25,28.6,,,0.04,,
14/04/2565 7:00,8.7,4.5,127.81,28.6,,,0.05,,
14/04/2565 7:30,8.7,4.4,102.25,28.6,,,0.04,,
14/04/2565 8:00,8.7,4.4,127.81,28.6,,,0.05,,
14/04/2565 8:30,8.7,4.7,127.81,28.7,,,0.05,,
14/04/2565 9:00,8.7,4.8,127.81,28.9,,,0.05,,
14/04/2565 9:30,8.7,4.7,127.81,28.8,,,0.05,,
14/04/2565 10:00,8.7,4.7,178.94,28.9,,,0.07,,
14/04/2565 10:30,8.7,4.7,230.06,28.9,,,0.09,,
14/04/2565 11:00,8.7,4.7,306.75,29,,,0.13,,
14/04/2565 11:30,8.7,4.4,255.62,29,,,0.11,,
14/04/2565 12:00,8.6,4.4,511.25,29,,,0.23,,
14/04/2565 12:30,8.5,4.5,"1,840.49",29.6,,,0.91,,
14/04/2565 13:00,8.5,4.7,"2,377.30",29.7,,,1.21,,
14/04/2565 13:30,8.6,4.8,"2,019.43",29.6,,,1.01,,
14/04/2565 14:00,8.7,5.3,"1,610.43",29.9,,,0.79,,
14/04/2565 14:30,8.7,5.1,715.75,29.8,,,0.33,,
14/04/2565 15:00,8.8,5.1,332.31,29.7,,,0.14,,
14/04/2565 15:30,8.8,5.1,230.06,29.8,,,0.09,,
14/04/2565 16:00,8.8,5,127.81,29.7,,,0.05,,
14/04/2565 16:30,9,6.6,"4,959.10",31.3,,,2.69,,
14/04/2565 17:00,9,6.7,"4,933.54",31.5,,,2.68,,
14/04/2565 17:30,8.3,6.7,0,30.8,,,0,,
14/04/2565 18:00,8.4,6.7,0,30.1,,,0,,
14/04/2565 18:30,8.4,6.8,0,29.4,,,0,,
14/04/2565 19:00,8.5,6.8,0,29.1,,,0,,
14/04/2565 19:30,8.5,6.8,0,29.1,,,0,,
14/04/2565 20:00,8.5,6.9,0,28.7,,,0,,
14/04/2565 20:30,8.5,6.9,0,28.3,,,0,,
14/04/2565 21:00,8.5,7,0,27.9,,,0,,
14/04/2565 21:30,9.3,7,0,29.2,,,0,,
14/04/2565 22:00,8.8,4.6,153.37,29.2,,,0.06,,
14/04/2565 22:30,8.8,4.5,127.81,29.2,,,0.05,,
14/04/2565 23:00,8.7,4.5,153.37,29.2,,,0.06,,
14/04/2565 23:30,8.7,4.4,127.81,29.2,,,0.05,,
15/04/2565 0:00,8.7,4.4,178.94,29.2,,,0.07,,
15/04/2565 0:30,8.7,4.4,153.37,29.2,,,0.06,,
15/04/2565 1:00,8.7,4.3,178.94,29.2,,,0.07,,
15/04/2565 1:30,8.7,4.4,178.94,29.2,,,0.07,,
15/04/2565 2:00,8.7,4.5,178.94,29.2,,,0.07,,
15/04/2565 2:30,8.7,4.6,178.94,29.1,,,0.07,,
15/04/2565 3:00,8.7,4.8,127.81,29.1,,,0.05,,
15/04/2565 3:30,8.7,4.8,153.37,29.1,,,0.06,,
15/04/2565 4:00,8.7,4.7,153.37,29,,,0.06,,
15/04/2565 4:30,8.7,4.7,153.37,28.9,,,0.06,,
15/04/2565 5:00,8.7,4.8,102.25,28.8,,,0.04,,
15/04/2565 5:30,8.7,4.7,51.13,28.6,,,0.02,,
15/04/2565 6:00,8.7,4.7,102.25,28.6,,,0.04,,
15/04/2565 6:30,8.7,4.6,76.69,28.5,,,0.03,,
15/04/2565 7:00,8.7,4.4,127.81,28.5,,,0.05,,
15/04/2565 7:30,8.7,4.3,51.13,28.6,,,0.02,,
15/04/2565 8:00,8.7,4.6,127.81,28.5,,,0.05,,
15/04/2565 8:30,8.7,4.5,102.25,28.6,,,0.04,,
15/04/2565 9:00,8.7,4.6,76.69,28.8,,,0.03,,
15/04/2565 9:30,8.7,4.4,102.25,28.7,,,0.04,,
15/04/2565 10:00,8.8,4.8,102.25,29.2,,,0.04,,
15/04/2565 10:30,8.8,4.9,102.25,29.5,,,0.04,,
15/04/2565 11:00,8.7,4.9,102.25,29.7,,,0.04,,
15/04/2565 11:30,8.8,4.8,127.81,29.7,,,0.05,,
15/04/2565 12:00,8.8,4.6,127.81,29.4,,,0.05,,
15/04/2565 12:30,8.7,4.7,204.5,29.7,,,0.08,,
15/04/2565 13:00,8.6,4.5,613.5,29.4,,,0.28,,
15/04/2565 13:30,8.6,4.6,945.81,29.6,,,0.44,,
15/04/2565 14:00,8.6,5,843.56,29.8,,,0.39,,
15/04/2565 14:30,8.8,5.3,434.56,29.7,,,0.19,,
15/04/2565 15:00,8.8,5.4,178.94,29.8,,,0.07,,
15/04/2565 15:30,8.8,5.3,127.81,29.8,,,0.05,,
15/04/2565 16:00,8.8,5.2,102.25,29.7,,,0.04,,
15/04/2565 16:30,9,6.7,"4,933.54",31.9,,,2.68,,
15/04/2565 17:00,8.7,6.7,0,31.5,,,0,,
15/04/2565 17:30,8.3,6.7,0,31.3,,,0,,
15/04/2565 18:00,8.3,6.7,0,30.7,,,0,,
15/04/2565 18:30,8.4,6.7,0,30.2,,,0,,
15/04/2565 19:00,8.4,6.8,0,29.9,,,0,,
15/04/2565 19:30,8.5,6.8,0,29.8,,,0,,
15/04/2565 20:00,8.6,6.8,0,29.2,,,0,,
15/04/2565 20:30,8.2,6.8,0,28.8,,,0,,
15/04/2565 21:00,8.7,4.6,127.81,29.3,,,0.05,,
15/04/2565 21:30,8.7,4.5,76.69,29.4,,,0.03,,
15/04/2565 22:00,8.7,4.5,127.81,29.4,,,0.05,,
15/04/2565 22:30,8.7,4.4,153.37,29.4,,,0.06,,
15/04/2565 23:00,8.7,4.3,102.25,29.4,,,0.04,,
15/04/2565 23:30,8.7,4.5,127.81,29.3,,,0.05,,
16/04/2565 0:00,8.7,4.5,153.37,29.4,,,0.06,,
16/04/2565 0:30,8.7,4.4,127.81,29.3,,,0.05,,
16/04/2565 1:00,8.7,4.4,153.37,29.3,,,0.06,,
16/04/2565 1:30,8.7,4.5,178.94,29.3,,,0.07,,
16/04/2565 2:00,8.7,4.6,178.94,29.4,,,0.07,,
16/04/2565 2:30,8.7,4.8,178.94,29.4,,,0.07,,
16/04/2565 3:00,8.7,4.8,153.37,29.3,,,0.06,,
16/04/2565 3:30,8.7,4.9,127.81,29.2,,,0.05,,
16/04/2565 4:00,8.7,5,76.69,29.2,,,0.03,,
16/04/2565 4:30,8.7,5,102.25,29.1,,,0.04,,
16/04/2565 5:00,8.7,5,76.69,29,,,0.03,,
16/04/2565 5:30,8.7,5,102.25,29,,,0.04,,
16/04/2565 6:00,8.7,4.9,102.25,29,,,0.04,,
16/04/2565 6:30,8.7,4.9,127.81,29,,,0.05,,
16/04/2565 7:00,8.7,5,76.69,29,,,0.03,,
16/04/2565 7:30,8.7,4.9,127.81,29,,,0.05,,
16/04/2565 8:00,8.7,4.9,102.25,29,,,0.04,,
16/04/2565 8:30,8.7,4.9,102.25,29.1,,,0.04,,
16/04/2565 9:00,8.7,4.9,102.25,29.2,,,0.04,,
16/04/2565 9:30,8.7,4.8,76.69,29.2,,,0.03,,
16/04/2565 10:00,8.7,4.8,102.25,29.4,,,0.04,,
16/04/2565 10:30,8.7,5,102.25,29.7,,,0.04,,
16/04/2565 11:00,8.7,4.8,102.25,29.8,,,0.04,,
16/04/2565 11:30,8.7,4.7,76.69,29.9,,,0.03,,
16/04/2565 12:00,8.7,4.5,102.25,29.5,,,0.04,,
16/04/2565 12:30,8.7,4.5,102.25,29.2,,,0.04,,
16/04/2565 13:00,8.7,4.5,102.25,29.6,,,0.04,,
16/04/2565 13:30,8.7,5,127.81,30.1,,,0.05,,
16/04/2565 14:00,8.7,4.7,127.81,29.6,,,0.05,,
16/04/2565 14:30,8.7,4.7,102.25,29.7,,,0.04,,
16/04/2565 15:00,8.7,5,102.25,30,,,0.04,,
16/04/2565 15:30,8.7,5,102.25,30,,,0.04,,
16/04/2565 16:00,8.8,5.1,102.25,30,,,0.04,,
16/04/2565 16:30,8.8,5.2,102.25,29.9,,,0.04,,
16/04/2565 17:00,8.8,5.3,102.25,29.7,,,0.04,,
16/04/2565 17:30,8.8,5,127.81,29.6,,,0.05,,
16/04/2565 18:00,9.1,7.1,0,26.6,,,0,,
16/04/2565 18:30,9.1,7.2,0,26.7,,,0,,
16/04/2565 19:00,9.1,7.2,0,26.3,,,0,,
16/04/2565 19:30,9,7.2,0,26.1,,,0,,
16/04/2565 20:00,8.6,7.3,0,26.3,,,0,,
16/04/2565 20:30,8.8,6.5,102.25,29.5,,,0.04,,
16/04/2565 21:00,8.7,4.9,127.81,29.6,,,0.05,,
16/04/2565 21:30,8.7,4.9,102.25,29.5,,,0.04,,
16/04/2565 22:00,8.7,4.9,127.81,29.5,,,0.05,,
16/04/2565 22:30,8.7,4.8,102.25,29.5,,,0.04,,
16/04/2565 23:00,8.7,4.8,102.25,29.4,,,0.04,,
16/04/2565 23:30,8.7,4.7,76.69,29.4,,,0.03,,
17/04/2565 0:00,8.7,4.6,127.81,29.4,,,0.05,,
17/04/2565 0:30,8.7,4.9,127.81,29.3,,,0.05,,
17/04/2565 1:00,8.7,4.9,255.62,29.3,,,0.11,,
17/04/2565 1:30,8.7,5.1,230.06,29.3,,,0.09,,
17/04/2565 2:00,8.6,4.8,281.19,29.2,,,0.12,,
17/04/2565 2:30,8.6,5,434.56,29.2,,,0.19,,
17/04/2565 3:00,8.7,5,306.75,29.2,,,0.13,,
17/04/2565 3:30,8.7,5.1,153.37,29.2,,,0.06,,
17/04/2565 4:00,8.7,5.2,178.94,29.2,,,0.07,,
17/04/2565 4:30,8.7,5.2,76.69,29.2,,,0.03,,
17/04/2565 5:00,8.7,5.1,127.81,29.2,,,0.05,,
17/04/2565 5:30,8.7,5.1,127.81,29.2,,,0.05,,
17/04/2565 6:00,8.7,5.1,127.81,29.1,,,0.05,,
17/04/2565 6:30,8.7,5.1,127.81,29.1,,,0.05,,
17/04/2565 7:00,8.7,5.1,153.37,29.1,,,0.06,,
17/04/2565 7:30,8.7,5.1,102.25,29.1,,,0.04,,
17/04/2565 8:00,8.7,5,76.69,29.2,,,0.03,,
17/04/2565 8:30,8.7,4.9,102.25,29.2,,,0.04,,
17/04/2565 9:00,8.7,4.9,102.25,29.2,,,0.04,,
17/04/2565 9:30,8.7,4.8,127.81,29.3,,,0.05,,
17/04/2565 10:00,8.7,4.6,102.25,29.3,,,0.04,,
17/04/2565 10:30,8.7,5,102.25,29.8,,,0.04,,
17/04/2565 11:00,8.7,5,76.69,30.2,,,0.03,,
17/04/2565 11:30,8.7,4.8,102.25,29.7,,,0.04,,
17/04/2565 12:00,8.7,4.7,102.25,30,,,0.04,,
17/04/2565 12:30,8.7,4.8,102.25,29.9,,,0.04,,
17/04/2565 13:00,8.7,4.4,102.25,29.8,,,0.04,,
17/04/2565 13:30,8.7,4.6,102.25,29.9,,,0.04,,
17/04/2565 14:00,8.7,5,102.25,30.3,,,0.04,,
17/04/2565 14:30,8.7,5,127.81,29.8,,,0.05,,
17/04/2565 15:00,8.7,4.9,102.25,29.7,,,0.04,,
17/04/2565 15:30,8.7,5.3,76.69,29.9,,,0.03,,
17/04/2565 16:00,8.7,5.3,127.81,29.8,,,0.05,,
17/04/2565 16:30,8.8,5.3,102.25,29.5,,,0.04,,
17/04/2565 17:00,8.7,5.3,102.25,29.5,,,0.04,,
17/04/2565 17:30,8.7,5.1,102.25,29.5,,,0.04,,
17/04/2565 18:00,8.7,5,76.69,29.4,,,0.03,,
17/04/2565 18:30,8.7,5.2,127.81,29.3,,,0.05,,
17/04/2565 19:00,8.7,5.1,76.69,29.4,,,0.03,,
17/04/2565 19:30,8.7,5.2,76.69,29.5,,,0.03,,
17/04/2565 20:00,8.7,5.1,76.69,29.4,,,0.03,,
17/04/2565 20:30,8.7,4.8,102.25,29.4,,,0.04,,
17/04/2565 21:00,8.7,5,102.25,29.4,,,0.04,,
17/04/2565 21:30,8.7,4.8,153.37,29.4,,,0.06,,
17/04/2565 22:00,8.7,4.8,102.25,29.3,,,0.04,,
17/04/2565 22:30,8.7,4.8,76.69,29.2,,,0.03,,
17/04/2565 23:00,8.7,4.8,153.37,29.3,,,0.06,,
17/04/2565 23:30,8.6,4.7,153.37,29.3,,,0.06,,
18/04/2565 0:00,8.7,4.8,102.25,29.2,,,0.04,,
18/04/2565 0:30,8.5,5,"1,380.37",29.3,,,0.67,,
18/04/2565 1:00,8.6,5.3,"1,124.74",29.4,,,0.53,,
18/04/2565 1:30,8.6,5.3,971.37,29.4,,,0.46,,
18/04/2565 2:00,8.6,5.3,971.37,29.4,,,0.46,,
18/04/2565 2:30,8.6,5.2,"1,226.99",29.4,,,0.59,,
18/04/2565 3:00,8.4,5.2,"3,604.29",29.4,,,1.9,,
18/04/2565 3:30,8.4,5.1,"4,498.98",29.5,,,2.42,,
18/04/2565 4:00,8.5,5.3,"2,351.74",29.2,,,1.19,,
18/04/2565 4:30,8.5,5.2,"1,584.87",29.2,,,0.78,,
18/04/2565 5:00,8.6,5.3,690.18,29.1,,,0.31,,
18/04/2565 5:30,8.6,5.3,332.31,29.1,,,0.14,,
18/04/2565 6:00,8.7,5.2,255.62,29.1,,,0.11,,
18/04/2565 6:30,8.7,5.2,204.5,29,,,0.08,,
18/04/2565 7:00,8.7,5.2,153.37,29,,,0.06,,
18/04/2565 7:30,8.7,5.1,102.25,29,,,0.04,,
18/04/2565 8:00,9.1,7,0,27.2,,,0,,
18/04/2565 8:30,9,7,0,28.3,,,0,,
18/04/2565 9:00,9,6.9,0,29.8,,,0,,
18/04/2565 9:30,9,6.9,"4,933.54",30.2,,,2.68,,
18/04/2565 10:00,8.7,5.2,127.81,29.4,,,0.05,,
18/04/2565 10:30,8.7,4.8,127.81,29.7,,,0.05,,
18/04/2565 11:00,8.6,4.6,127.81,29.5,,,0.05,,
18/04/2565 11:30,8.6,4.6,102.25,29.5,,,0.04,,
18/04/2565 12:00,8.6,4.5,127.81,29.5,,,0.05,,
18/04/2565 12:30,8.6,4.6,102.25,29.4,,,0.04,,
18/04/2565 13:00,8.6,4.6,127.81,29.5,,,0.05,,
18/04/2565 13:30,8.6,4.6,153.37,29.5,,,0.06,,
18/04/2565 14:00,8.6,4.8,127.81,29.5,,,0.05,,
18/04/2565 14:30,8.7,4.8,102.25,29.5,,,0.04,,
18/04/2565 15:00,8.7,4.9,127.81,29.5,,,0.05,,
18/04/2565 15:30,8.7,5.1,127.81,29.6,,,0.05,,
18/04/2565 16:00,8.7,5.1,102.25,29.6,,,0.04,,
18/04/2565 16:30,8.7,5.1,102.25,29.6,,,0.04,,
18/04/2565 17:00,8.7,5.2,102.25,29.6,,,0.04,,
18/04/2565 17:30,8.7,5.5,102.25,29.7,,,0.04,,
18/04/2565 18:00,8.7,5.4,127.81,29.7,,,0.05,,
18/04/2565 18:30,8.7,5.3,102.25,29.6,,,0.04,,
18/04/2565 19:00,8.7,5.3,102.25,29.6,,,0.04,,
18/04/2565 19:30,8.7,5.3,127.81,29.6,,,0.05,,
18/04/2565 20:00,8.7,5.3,127.81,29.7,,,0.05,,
18/04/2565 20:30,8.7,5,102.25,29.6,,,0.04,,
18/04/2565 21:00,8.7,5.2,102.25,29.6,,,0.04,,
18/04/2565 21:30,8.7,5,153.37,29.6,,,0.06,,
18/04/2565 22:00,8.7,4.9,127.81,29.6,,,0.05,,
18/04/2565 22:30,8.7,4.9,153.37,29.5,,,0.06,,
18/04/2565 23:00,8.7,4.9,153.37,29.5,,,0.06,,
18/04/2565 23:30,8.7,4.8,153.37,29.5,,,0.06,,
19/04/2565 0:00,8.6,5,664.62,29.4,,,0.3,,
19/04/2565 0:30,8.6,5.3,"1,150.31",29.5,,,0.55,,
19/04/2565 1:00,8.4,5.3,"2,965.24",29.5,,,1.54,,
19/04/2565 1:30,8.5,5.3,"2,965.24",29.5,,,1.54,,
19/04/2565 2:00,8.4,5.2,"3,246.42",29.5,,,1.7,,
19/04/2565 2:30,8.4,5.1,"4,677.91",29.6,,,2.53,,
19/04/2565 3:00,8.4,5.1,"5,956.03",29.6,,,3.29,,
19/04/2565 3:30,8.4,5.2,"7,898.77",29.6,,,4.47,,
19/04/2565 4:00,8.4,5.2,"10,122.70",29.7,,,5.86,,
19/04/2565 4:30,8.4,5.1,"11,426.40",29.7,,,6.69,,
19/04/2565 5:00,8.4,5.2,"8,179.96",29.6,,,4.65,,
19/04/2565 5:30,8.5,5.2,"5,598.16",29.5,,,3.07,,
19/04/2565 6:00,8.5,5.2,"3,144.17",29.4,,,1.64,,
19/04/2565 6:30,8.6,5.3,"1,457.06",29.3,,,0.71,,
19/04/2565 7:00,8.5,5.1,"1,763.80",29.3,,,0.87,,
19/04/2565 7:30,8.5,5.2,"1,226.99",29.3,,,0.59,,
19/04/2565 8:00,8.6,5.2,536.81,29.3,,,0.24,,
19/04/2565 8:30,8.6,5.1,332.31,29.3,,,0.14,,
19/04/2565 9:00,8.7,5,230.06,29.3,,,0.09,,
19/04/2565 9:30,8.7,4.9,153.37,29.4,,,0.06,,
19/04/2565 10:00,8.7,4.9,153.37,29.4,,,0.06,,
19/04/2565 10:30,8.7,4.9,127.81,29.5,,,0.05,,
19/04/2565 11:00,8.6,4.9,357.87,29.5,,,0.15,,
19/04/2565 11:30,8.7,4.8,153.37,29.6,,,0.06,,
19/04/2565 12:00,8.6,4.6,127.81,29.5,,,0.05,,
19/04/2565 12:30,8.6,4.5,153.37,29.5,,,0.06,,
19/04/2565 13:00,8.6,4.7,153.37,29.5,,,0.06,,
19/04/2565 13:30,8.6,4.7,153.37,29.4,,,0.06,,
19/04/2565 14:00,8.6,4.8,127.81,29.3,,,0.05,,
19/04/2565 14:30,8.6,4.8,127.81,29.3,,,0.05,,
19/04/2565 15:00,8.7,5,127.81,29.3,,,0.05,,
19/04/2565 15:30,8.7,4.8,127.81,29.4,,,0.05,,
19/04/2565 16:00,8.7,4.9,127.81,29.4,,,0.05,,
19/04/2565 16:30,8.7,5.1,127.81,29.5,,,0.05,,
19/04/2565 17:00,8.7,5.1,102.25,29.4,,,0.04,,
19/04/2565 17:30,8.7,5.3,127.81,29.4,,,0.05,,
19/04/2565 18:00,8.7,5.3,102.25,29.3,,,0.04,,
19/04/2565 18:30,8.7,5.2,76.69,29.4,,,0.03,,
19/04/2565 19:00,8.7,5.1,102.25,29.4,,,0.04,,
19/04/2565 19:30,8.7,5,153.37,29.4,,,0.06,,
19/04/2565 20:00,8.6,4.6,153.37,29.3,,,0.06,,
19/04/2565 20:30,8.6,4.7,127.81,29.3,,,0.05,,
19/04/2565 21:00,8.6,4.7,153.37,29.2,,,0.06,,
19/04/2565 21:30,8.6,4.7,127.81,29.2,,,0.05,,
19/04/2565 22:00,8.6,4.6,127.81,29.2,,,0.05,,
19/04/2565 22:30,8.6,4.7,127.81,29.2,,,0.05,,
19/04/2565 23:00,8.6,4.7,127.81,29.2,,,0.05,,
19/04/2565 23:30,8.6,4.7,102.25,29.2,,,0.04,,
20/04/2565 0:00,8.6,4.7,127.81,29.1,,,0.05,,
20/04/2565 0:30,8.6,4.7,153.37,29.1,,,0.06,,
20/04/2565 1:00,8.5,4.9,"1,124.74",29.3,,,0.53,,
20/04/2565 1:30,8.4,5.1,"3,169.73",29.4,,,1.65,,
20/04/2565 2:00,8.5,5.3,"2,709.61",29.4,,,1.39,,
20/04/2565 2:30,8.4,5.3,"2,990.80",29.3,,,1.55,,
20/04/2565 3:00,8.4,5.2,"3,374.23",29.3,,,1.77,,
20/04/2565 3:30,8.4,5.1,"4,166.67",29.3,,,2.23,,
20/04/2565 4:00,8.4,5.3,"4,856.85",29.2,,,2.63,,
20/04/2565 4:30,8.4,5.2,"8,691.21",29.4,,,4.96,,
20/04/2565 5:00,8.4,5.1,"8,921.27",29.4,,,5.11,,
20/04/2565 5:30,8.4,5.3,"5,930.47",29.3,,,3.27,,
20/04/2565 6:00,8.5,5.2,"3,169.73",29.2,,,1.65,,
20/04/2565 6:30,8.5,5.2,"1,584.87",29.1,,,0.78,,
20/04/2565 7:00,8.5,5.2,"1,712.68",29,,,0.84,,
20/04/2565 7:30,8.6,5.1,664.62,28.9,,,0.3,,
20/04/2565 8:00,8.6,5,409,28.9,,,0.18,,
20/04/2565 8:30,8.6,4.9,306.75,28.9,,,0.13,,
20/04/2565 9:00,8.6,4.9,204.5,29,,,0.08,,
20/04/2565 9:30,8.6,4.8,178.94,29,,,0.07,,
20/04/2565 10:00,8.6,4.7,153.37,29,,,0.06,,
20/04/2565 10:30,8.6,4.8,178.94,29.2,,,0.07,,
20/04/2565 11:00,8.7,6,0,29.3,,,0,,
20/04/2565 11:30,8.6,4.8,153.37,29,,,0.06,,
20/04/2565 12:00,8.6,4.7,153.37,29.1,,,0.06,,
20/04/2565 12:30,8.6,4.6,127.81,29.4,,,0.05,,
20/04/2565 13:00,8.6,4.6,178.94,29.8,,,0.07,,
20/04/2565 13:30,8.6,4.4,178.94,29.5,,,0.07,,
20/04/2565 14:00,8.6,4.5,127.81,29.1,,,0.05,,
20/04/2565 14:30,8.6,4.4,102.25,29,,,0.04,,
20/04/2565 15:00,8.6,4.6,127.81,28.9,,,0.05,,
20/04/2565 15:30,8.6,4.6,127.81,28.8,,,0.05,,
20/04/2565 16:00,8.6,4.7,153.37,28.7,,,0.06,,
20/04/2565 16:30,8.6,4.7,153.37,28.7,,,0.06,,
20/04/2565 17:00,8.6,4.7,127.81,28.6,,,0.05,,
20/04/2565 17:30,8.6,4.8,102.25,28.5,,,0.04,,
20/04/2565 18:00,8.6,4.9,102.25,28.4,,,0.04,,
20/04/2565 18:30,8.6,5.3,102.25,28.6,,,0.04,,
20/04/2565 19:00,8.6,4.9,76.69,28.7,,,0.03,,
20/04/2565 19:30,8.6,4.8,102.25,28.8,,,0.04,,
20/04/2565 20:00,8.5,4.8,102.25,28.8,,,0.04,,
20/04/2565 20:30,8.6,4.7,127.81,28.8,,,0.05,,
20/04/2565 21:00,8.5,4.4,178.94,28.8,,,0.07,,
20/04/2565 21:30,8.5,4.4,127.81,28.7,,,0.05,,
20/04/2565 22:00,8.5,4.4,76.69,28.7,,,0.03,,
20/04/2565 22:30,8.5,4.4,127.81,28.6,,,0.05,,
20/04/2565 23:00,8.6,4.4,102.25,28.5,,,0.04,,
20/04/2565 23:30,8.6,4.3,178.94,28.5,,,0.07,,
21/04/2565 0:00,8.3,4.5,"2,377.30",28.8,,,1.21,,
21/04/2565 0:30,8.4,4.9,"3,118.61",28.8,,,1.62,,
21/04/2565 1:00,8.3,5,"7,183.03",29,,,4.03,,
21/04/2565 1:30,8.3,5.1,"8,307.77",29.1,,,4.72,,
21/04/2565 2:00,8.4,5.2,"6,032.72",29,,,3.33,,
21/04/2565 2:30,8.4,5.2,"4,907.98",29,,,2.66,,
21/04/2565 3:00,8.3,5.2,"7,106.34",29.1,,,3.98,,
21/04/2565 3:30,8.3,5.3,"9,355.83",29.2,,,5.38,,
21/04/2565 4:00,8.4,5.4,"10,173.80",29.3,,,5.89,,
21/04/2565 4:30,8.3,5.1,"10,122.70",29.3,,,5.86,,
21/04/2565 5:00,8.4,5.4,"11,733.10",29.3,,,6.88,,
21/04/2565 5:30,8.4,5.4,"13,880.40",29.4,,,8.27,,
21/04/2565 6:00,8.4,5.3,"13,752.60",29.4,,,8.18,,
21/04/2565 6:30,8.4,5.3,"12,960.10",29.3,,,7.67,,
21/04/2565 7:00,8.4,5.2,"12,142.10",29.2,,,7.14,,
21/04/2565 7:30,8.4,5.1,"9,560.33",29,,,5.51,,
21/04/2565 8:00,8.3,4.9,"6,237.22",28.8,,,3.46,,
21/04/2565 8:30,8.4,4.8,"4,013.29",28.6,,,2.14,,
21/04/2565 9:00,8.4,4.7,"2,377.30",28.6,,,1.21,,
21/04/2565 9:30,8.4,4.7,"1,814.93",28.5,,,0.9,,
21/04/2565 10:00,8.4,4.7,"1,661.55",28.7,,,0.82,,
21/04/2565 10:30,8.4,4.6,"2,121.68",28.7,,,1.07,,
21/04/2565 11:00,8.4,4.7,"1,380.37",28.7,,,0.67,,
21/04/2565 11:30,8.5,4.8,715.75,28.8,,,0.33,,
21/04/2565 12:00,8.5,4.9,434.56,28.8,,,0.19,,
21/04/2565 12:30,8.5,4.7,357.87,28.9,,,0.15,,
21/04/2565 13:00,8.6,4.9,255.62,28.7,,,0.11,,
21/04/2565 13:30,8.6,4.9,230.06,28.7,,,0.09,,
21/04/2565 14:00,8.6,4.7,204.5,28.7,,,0.08,,
21/04/2565 14:30,8.6,4.7,230.06,28.7,,,0.09,,
21/04/2565 15:00,8.5,4.5,178.94,28.7,,,0.07,,
21/04/2565 15:30,8.5,4.6,178.94,28.7,,,0.07,,
21/04/2565 16:00,8.5,4.6,178.94,28.7,,,0.07,,
21/04/2565 16:30,8.5,4.5,127.81,28.8,,,0.05,,
21/04/2565 17:00,8.5,4.5,153.37,28.8,,,0.06,,
21/04/2565 17:30,8.9,7,25.56,26.8,,,0.01,,
21/04/2565 18:00,8.8,7.1,0,26.3,,,0,,
21/04/2565 18:30,8.8,7.2,0,26.1,,,0,,
21/04/2565 19:00,8.8,7.2,0,26,,,0,,
21/04/2565 19:30,8.8,7.2,0,26,,,0,,
21/04/2565 20:00,8.7,7.2,0,25.9,,,0,,
21/04/2565 20:30,8.5,5.3,102.25,28.8,,,0.04,,
21/04/2565 21:00,8.5,4.4,127.81,28.7,,,0.05,,
21/04/2565 21:30,8.5,4.3,153.37,28.7,,,0.06,,
21/04/2565 22:00,8.5,4.2,178.94,28.7,,,0.07,,
21/04/2565 22:30,8.5,4.1,204.5,28.7,,,0.08,,
21/04/2565 23:00,8.5,4,178.94,28.7,,,0.07,,
21/04/2565 23:30,8.5,4,153.37,28.6,,,0.06,,
22/04/2565 0:00,8.5,4,178.94,28.6,,,0.07,,
22/04/2565 0:30,8.5,4.1,204.5,28.6,,,0.08,,
22/04/2565 1:00,8.4,4.3,971.37,28.5,,,0.46,,
22/04/2565 1:30,8.3,4.7,"5,598.16",29,,,3.07,,
22/04/2565 2:00,8.3,5,"3,655.42",28.7,,,1.93,,
22/04/2565 2:30,8.4,5,"3,374.23",28.7,,,1.77,,
22/04/2565 3:00,8.3,5,"3,808.79",28.8,,,2.02,,
22/04/2565 3:30,8.3,4.9,"5,240.29",28.9,,,2.86,,
22/04/2565 4:00,8.3,5.1,"7,898.77",29,,,4.47,,
22/04/2565 4:30,8.3,5.3,"9,943.76",29.2,,,5.75,,
22/04/2565 5:00,8.4,5.3,"12,091.00",29.4,,,7.11,,
22/04/2565 5:30,8.4,5.2,"11,554.20",29.3,,,6.77,,
22/04/2565 6:00,8.4,5.2,"12,218.80",29.3,,,7.19,,
